,level_0,index,Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status,cluster
3365,3365,3365,INN03366,2,0,0,2,Meal Plan 2,0,Room_Type 1,273,2017,7,17,Online,0,0,0,109.0,0,Canceled,9
3366,3366,3366,INN03367,1,0,1,0,Meal Plan 1,0,Room_Type 1,4,2018,9,12,Online,0,0,0,110.11,1,Not_Canceled,2
3367,3367,3367,INN03368,2,0,0,3,Meal Plan 2,0,Room_Type 4,7,2018,4,21,Online,0,0,0,174.0,0,Not_Canceled,4
3368,3368,3368,INN03369,2,0,1,1,Meal Plan 1,0,Room_Type 1,50,2018,8,29,Online,0,0,0,109.8,0,Not_Canceled,2
3369,3369,3369,INN03370,2,0,1,1,Meal Plan 1,0,Room_Type 4,51,2018,10,8,Online,0,0,0,139.5,1,Not_Canceled,4
3370,3370,3370,INN03371,2,0,0,1,Meal Plan 1,1,Room_Type 1,2,2018,8,6,Online,0,0,0,179.0,2,Not_Canceled,2
3371,3371,3371,INN03372,1,0,0,2,Meal Plan 1,0,Room_Type 1,6,2018,5,31,Corporate,0,0,0,95.0,0,Not_Canceled,5
3372,3372,3372,INN03373,2,0,2,5,Meal Plan 1,0,Room_Type 1,4,2017,8,14,Online,0,0,0,106.14,1,Not_Canceled,2
3373,3373,3373,INN03374,2,0,0,1,Meal Plan 1,0,Room_Type 1,443,2018,4,29,Online,0,0,0,65.0,0,Canceled,2
3374,3374,3374,INN03375,2,1,0,3,Meal Plan 2,0,Room_Type 1,150,2018,6,16,Offline,0,0,0,90.0,2,Not_Canceled,7
3375,3375,3375,INN03376,2,0,2,1,Meal Plan 1,0,Room_Type 4,10,2018,9,11,Online,0,0,0,164.0,2,Not_Canceled,4
3376,3376,3376,INN03377,2,0,2,1,Meal Plan 2,0,Room_Type 1,131,2017,8,15,Online,0,0,0,94.5,0,Canceled,9
3377,3377,3377,INN03378,2,0,0,1,Meal Plan 1,0,Room_Type 1,8,2017,9,24,Online,0,0,0,133.0,0,Not_Canceled,2
3378,3378,3378,INN03379,2,0,0,2,Meal Plan 1,0,Room_Type 1,11,2017,8,18,Corporate,0,0,0,75.0,0,Canceled,5
3379,3379,3379,INN03380,2,0,2,0,Meal Plan 1,0,Room_Type 1,48,2018,11,13,Offline,0,0,0,75.0,0,Not_Canceled,1
3380,3380,3380,INN03381,1,0,0,1,Not Selected,0,Room_Type 1,0,2018,10,25,Online,0,0,0,84.7,1,Canceled,3
3381,3381,3381,INN03382,2,0,1,2,Not Selected,1,Room_Type 1,61,2018,11,11,Online,0,0,0,97.0,1,Not_Canceled,3
3382,3382,3382,INN03383,3,0,1,2,Meal Plan 1,0,Room_Type 1,88,2018,7,18,Offline,0,0,0,96.9,2,Not_Canceled,1
3383,3383,3383,INN03384,1,0,0,2,Meal Plan 1,0,Room_Type 1,0,2018,6,8,Offline,0,0,0,110.0,0,Not_Canceled,1
3384,3384,3384,INN03385,2,0,1,0,Not Selected,0,Room_Type 1,0,2018,8,1,Online,0,0,0,59.04,0,Not_Canceled,3
3385,3385,3385,INN03386,2,0,1,2,Meal Plan 1,0,Room_Type 2,122,2018,7,25,Online,0,0,0,97.54,0,Canceled,8
3386,3386,3386,INN03387,2,0,2,4,Not Selected,0,Room_Type 1,71,2018,11,4,Online,0,0,0,120.15,2,Not_Canceled,3
3387,3387,3387,INN03388,3,0,1,0,Meal Plan 1,1,Room_Type 4,71,2018,7,24,Online,0,0,0,146.7,2,Not_Canceled,4
3388,3388,3388,INN03389,2,2,1,2,Meal Plan 1,0,Room_Type 6,58,2018,3,28,Online,0,0,0,153.85,1,Not_Canceled,6
3389,3389,3389,INN03390,2,0,2,3,Meal Plan 1,0,Room_Type 1,25,2018,4,15,Online,0,0,0,111.4,2,Not_Canceled,2
3390,3390,3390,INN03391,2,0,0,3,Meal Plan 1,0,Room_Type 1,2,2018,3,16,Corporate,0,0,0,40.0,1,Not_Canceled,5
3391,3391,3391,INN03392,2,0,0,3,Not Selected,0,Room_Type 1,22,2018,9,15,Online,0,0,0,139.0,3,Not_Canceled,3
3392,3392,3392,INN03393,2,0,0,2,Meal Plan 2,0,Room_Type 1,292,2018,7,21,Online,0,0,0,115.0,0,Canceled,9
3393,3393,3393,INN03394,2,0,0,1,Meal Plan 1,0,Room_Type 1,221,2018,8,12,Online,0,0,0,80.0,0,Canceled,2
3394,3394,3394,INN03395,1,0,0,3,Meal Plan 1,0,Room_Type 1,105,2018,5,5,Online,0,0,0,117.3,0,Canceled,2
3395,3395,3395,INN03396,3,0,0,1,Meal Plan 1,0,Room_Type 4,129,2018,8,17,Online,0,0,0,146.7,3,Not_Canceled,4
3396,3396,3396,INN03397,2,0,2,3,Meal Plan 1,0,Room_Type 1,68,2018,4,2,Online,0,0,0,89.93,1,Not_Canceled,2
3397,3397,3397,INN03398,2,0,0,3,Meal Plan 1,0,Room_Type 1,1,2018,3,15,Offline,0,0,0,80.0,1,Not_Canceled,1
3398,3398,3398,INN03399,2,1,2,1,Meal Plan 1,0,Room_Type 1,110,2018,6,26,Online,0,0,0,95.0,0,Canceled,2
3399,3399,3399,INN03400,2,0,1,3,Meal Plan 1,0,Room_Type 4,20,2018,9,26,Online,0,0,0,131.2,0,Canceled,4
3400,3400,3400,INN03401,1,0,0,1,Meal Plan 1,0,Room_Type 4,2,2017,10,15,Online,0,0,0,104.72,1,Not_Canceled,4
3401,3401,3401,INN03402,2,0,2,4,Meal Plan 1,0,Room_Type 1,99,2018,4,2,Online,0,0,0,62.37,0,Not_Canceled,2
3402,3402,3402,INN03403,2,0,1,0,Meal Plan 1,0,Room_Type 1,122,2017,7,13,Online,0,0,0,76.5,2,Canceled,2
3403,3403,3403,INN03404,3,0,0,2,Meal Plan 1,0,Room_Type 4,135,2018,10,13,Online,0,0,0,151.2,3,Not_Canceled,4
3404,3404,3404,INN03405,2,0,2,2,Meal Plan 1,0,Room_Type 1,99,2017,10,30,Online,0,0,0,65.0,0,Canceled,2
3405,3405,3405,INN03406,2,0,0,3,Meal Plan 1,0,Room_Type 4,26,2018,11,10,Online,0,0,0,118.07,1,Not_Canceled,4
3406,3406,3406,INN03407,2,0,0,2,Meal Plan 1,0,Room_Type 1,43,2018,11,11,Online,0,0,0,130.0,1,Not_Canceled,2
3407,3407,3407,INN03408,2,0,1,1,Meal Plan 1,0,Room_Type 1,84,2018,10,3,Online,0,0,0,118.8,3,Not_Canceled,2
3408,3408,3408,INN03409,1,0,0,3,Meal Plan 1,0,Room_Type 1,63,2018,5,17,Offline,0,0,0,136.0,0,Not_Canceled,1
3409,3409,3409,INN03410,1,0,0,2,Not Selected,0,Room_Type 1,1,2018,12,6,Online,0,0,0,78.0,1,Not_Canceled,3
3410,3410,3410,INN03411,2,0,2,4,Meal Plan 1,0,Room_Type 1,25,2018,11,6,Online,0,0,0,168.38,1,Canceled,2
3411,3411,3411,INN03412,2,1,0,3,Meal Plan 1,0,Room_Type 1,22,2018,8,2,Online,0,0,0,169.0,1,Not_Canceled,2
3412,3412,3412,INN03413,2,0,0,2,Meal Plan 1,0,Room_Type 4,115,2018,12,29,Online,0,0,0,107.41,2,Not_Canceled,4
3413,3413,3413,INN03414,2,0,0,3,Meal Plan 1,0,Room_Type 4,78,2017,12,10,Offline,0,0,0,60.0,0,Not_Canceled,4
3414,3414,3414,INN03415,2,0,1,3,Meal Plan 1,0,Room_Type 1,28,2018,3,7,Offline,0,0,0,87.0,0,Not_Canceled,1
3415,3415,3415,INN03416,2,0,2,3,Meal Plan 1,0,Room_Type 1,110,2018,5,1,Online,0,0,0,109.25,1,Not_Canceled,2
3416,3416,3416,INN03417,1,0,0,1,Not Selected,0,Room_Type 1,1,2018,8,24,Online,0,0,0,81.19,0,Not_Canceled,3
3417,3417,3417,INN03418,1,0,0,1,Meal Plan 1,0,Room_Type 1,2,2018,1,14,Corporate,0,0,0,66.0,0,Not_Canceled,5
3418,3418,3418,INN03419,2,0,1,2,Meal Plan 1,0,Room_Type 1,338,2018,10,7,Online,0,0,0,80.0,0,Canceled,2
3419,3419,3419,INN03420,2,1,0,1,Meal Plan 1,0,Room_Type 1,21,2018,8,30,Online,0,0,0,140.0,1,Not_Canceled,2
3420,3420,3420,INN03421,2,0,2,0,Meal Plan 1,0,Room_Type 1,146,2018,4,24,Online,0,0,0,95.0,0,Canceled,2
3421,3421,3421,INN03422,2,0,1,2,Meal Plan 1,0,Room_Type 1,53,2017,10,9,Online,0,0,0,94.5,0,Not_Canceled,2
3422,3422,3422,INN03423,2,0,2,4,Meal Plan 1,0,Room_Type 1,29,2018,11,30,Online,0,0,0,104.0,1,Not_Canceled,2
3423,3423,3423,INN03424,1,0,0,1,Not Selected,0,Room_Type 1,0,2018,4,5,Online,0,0,0,89.0,0,Not_Canceled,3
3424,3424,3424,INN03425,2,0,0,1,Meal Plan 1,0,Room_Type 1,67,2018,3,26,Offline,0,0,0,89.24,1,Not_Canceled,1
3425,3425,3425,INN03426,2,0,2,7,Meal Plan 1,0,Room_Type 1,161,2018,6,28,Online,0,0,0,66.53,1,Not_Canceled,2
3426,3426,3426,INN03427,2,0,0,3,Not Selected,0,Room_Type 1,164,2018,7,19,Online,0,0,0,88.5,1,Not_Canceled,3
3427,3427,3427,INN03428,2,0,0,4,Meal Plan 1,0,Room_Type 1,166,2017,9,16,Online,0,0,0,93.5,0,Canceled,2
3428,3428,3428,INN03429,1,0,0,2,Meal Plan 2,0,Room_Type 1,292,2018,7,21,Offline,0,0,0,90.0,0,Not_Canceled,7
3429,3429,3429,INN03430,1,0,0,2,Meal Plan 1,0,Room_Type 1,164,2017,10,2,Offline,0,0,0,100.0,0,Not_Canceled,1
3430,3430,3430,INN03431,2,0,3,5,Meal Plan 1,0,Room_Type 4,109,2018,7,11,Online,0,0,0,113.26,1,Not_Canceled,4
3431,3431,3431,INN03432,2,0,1,3,Not Selected,0,Room_Type 1,3,2017,8,10,Online,0,0,0,81.0,1,Not_Canceled,3
3432,3432,3432,INN03433,1,0,0,2,Meal Plan 1,0,Room_Type 1,164,2017,10,2,Offline,0,0,0,100.0,0,Not_Canceled,1
3433,3433,3433,INN03434,2,0,2,2,Meal Plan 1,0,Room_Type 1,30,2017,9,5,Online,0,0,0,94.5,1,Not_Canceled,2
3434,3434,3434,INN03435,2,0,0,3,Meal Plan 1,0,Room_Type 4,68,2018,10,18,Online,0,0,0,132.3,2,Not_Canceled,4
3435,3435,3435,INN03436,3,0,0,3,Meal Plan 1,0,Room_Type 1,14,2018,3,10,Offline,0,0,0,102.0,1,Not_Canceled,1
3436,3436,3436,INN03437,2,0,0,2,Meal Plan 1,0,Room_Type 2,125,2018,7,20,Online,0,0,0,72.25,0,Canceled,8
3437,3437,3437,INN03438,2,0,1,2,Meal Plan 1,0,Room_Type 1,133,2018,4,25,Offline,0,0,0,80.75,1,Not_Canceled,1
3438,3438,3438,INN03439,2,0,0,4,Meal Plan 1,0,Room_Type 1,110,2018,5,3,Online,0,0,0,106.68,0,Canceled,2
3439,3439,3439,INN03440,2,0,1,3,Meal Plan 1,0,Room_Type 1,47,2018,3,14,Online,0,0,0,77.35,1,Not_Canceled,2
3440,3440,3440,INN03441,1,0,0,1,Not Selected,0,Room_Type 1,2,2018,6,30,Online,0,0,0,127.0,0,Not_Canceled,3
3441,3441,3441,INN03442,2,0,1,0,Meal Plan 1,0,Room_Type 1,23,2018,2,21,Online,0,0,0,91.0,1,Canceled,2
3442,3442,3442,INN03443,3,0,2,3,Meal Plan 1,1,Room_Type 4,161,2018,8,14,Online,0,0,0,145.85,2,Canceled,4
3443,3443,3443,INN03444,2,0,1,2,Meal Plan 1,0,Room_Type 1,32,2018,1,8,Offline,0,0,0,58.0,1,Not_Canceled,1
3444,3444,3444,INN03445,2,0,0,1,Meal Plan 1,0,Room_Type 4,31,2018,3,1,Online,0,0,0,106.4,1,Canceled,4
3445,3445,3445,INN03446,3,0,0,1,Meal Plan 1,0,Room_Type 1,15,2018,12,27,Offline,0,0,0,65.0,1,Not_Canceled,1
3446,3446,3446,INN03447,1,0,1,2,Meal Plan 1,0,Room_Type 1,57,2018,6,10,Offline,0,0,0,75.33,0,Not_Canceled,1
3447,3447,3447,INN03448,2,0,1,2,Meal Plan 1,0,Room_Type 1,112,2018,7,18,Online,0,0,0,105.3,1,Not_Canceled,2
3448,3448,3448,INN03449,2,0,2,1,Meal Plan 1,0,Room_Type 1,24,2018,10,16,Offline,0,0,0,85.0,1,Not_Canceled,1
3449,3449,3449,INN03450,2,0,1,2,Meal Plan 1,0,Room_Type 1,3,2018,6,10,Offline,0,0,0,90.67,0,Not_Canceled,1
3450,3450,3450,INN03451,2,2,1,1,Meal Plan 1,0,Room_Type 1,64,2018,8,6,Online,0,0,0,200.1,1,Not_Canceled,2
3451,3451,3451,INN03452,2,0,0,2,Not Selected,0,Room_Type 1,82,2018,12,9,Online,0,0,0,79.2,1,Not_Canceled,3
3452,3452,3452,INN03453,1,0,2,0,Meal Plan 2,0,Room_Type 1,386,2018,10,23,Offline,0,0,0,90.0,1,Not_Canceled,7
3453,3453,3453,INN03454,2,0,2,4,Meal Plan 1,0,Room_Type 1,263,2018,9,29,Online,0,0,0,100.3,0,Canceled,2
3454,3454,3454,INN03455,2,0,1,3,Not Selected,0,Room_Type 1,184,2018,7,7,Online,0,0,0,80.75,1,Not_Canceled,3
3455,3455,3455,INN03456,2,0,1,5,Not Selected,0,Room_Type 4,13,2017,9,8,Offline,0,0,0,85.0,0,Not_Canceled,4
3456,3456,3456,INN03457,1,0,1,0,Meal Plan 1,0,Room_Type 1,27,2017,11,29,Corporate,0,0,0,65.0,0,Not_Canceled,5
3457,3457,3457,INN03458,2,0,1,1,Meal Plan 1,0,Room_Type 4,47,2018,6,4,Online,0,0,0,131.4,0,Canceled,4
3458,3458,3458,INN03459,2,0,0,2,Meal Plan 1,0,Room_Type 1,141,2018,9,23,Online,0,0,0,123.8,1,Not_Canceled,2
3459,3459,3459,INN03460,2,0,0,2,Not Selected,0,Room_Type 1,1,2018,10,12,Online,0,0,0,100.1,1,Not_Canceled,3
3460,3460,3460,INN03461,2,0,0,3,Meal Plan 1,0,Room_Type 5,1,2018,5,5,Offline,0,0,0,119.0,0,Not_Canceled,1
3461,3461,3461,INN03462,2,0,2,3,Meal Plan 1,0,Room_Type 1,47,2018,7,1,Online,0,0,0,117.9,1,Not_Canceled,2
3462,3462,3462,INN03463,1,0,2,1,Meal Plan 1,0,Room_Type 1,0,2017,9,20,Complementary,1,0,5,0.0,1,Not_Canceled,5
3463,3463,3463,INN03464,2,0,0,3,Meal Plan 1,0,Room_Type 1,279,2018,10,12,Online,0,0,0,110.0,0,Canceled,2
3464,3464,3464,INN03465,1,0,0,1,Meal Plan 1,0,Room_Type 1,11,2017,10,7,Offline,0,0,0,143.2,0,Not_Canceled,1
3465,3465,3465,INN03466,2,0,0,2,Not Selected,0,Room_Type 1,2,2018,8,10,Online,0,0,0,94.99,0,Not_Canceled,3
3466,3466,3466,INN03467,2,0,2,2,Meal Plan 1,0,Room_Type 1,25,2018,7,1,Offline,0,0,0,72.25,0,Not_Canceled,1
3467,3467,3467,INN03468,2,0,4,6,Meal Plan 1,0,Room_Type 1,187,2018,8,6,Online,0,0,0,99.45,1,Canceled,2
3468,3468,3468,INN03469,1,0,0,2,Meal Plan 1,0,Room_Type 1,6,2018,4,20,Aviation,0,0,0,95.0,0,Not_Canceled,5
3469,3469,3469,INN03470,3,0,1,2,Meal Plan 1,0,Room_Type 4,28,2018,8,29,Online,0,0,0,155.73,1,Canceled,4
3470,3470,3470,INN03471,2,0,0,4,Meal Plan 1,0,Room_Type 1,0,2018,8,31,Offline,0,0,0,95.0,0,Not_Canceled,1
3471,3471,3471,INN03472,2,0,0,2,Meal Plan 1,0,Room_Type 4,5,2018,9,13,Online,0,0,0,184.0,1,Not_Canceled,4
3472,3472,3472,INN03473,2,0,1,4,Not Selected,0,Room_Type 1,3,2018,3,7,Online,0,0,0,90.6,0,Canceled,3
3473,3473,3473,INN03474,1,0,2,2,Meal Plan 1,0,Room_Type 1,9,2018,3,11,Offline,0,0,0,54.74,0,Not_Canceled,1
3474,3474,3474,INN03475,2,0,1,3,Meal Plan 1,0,Room_Type 1,245,2018,12,29,Online,0,0,0,145.8,1,Not_Canceled,2
3475,3475,3475,INN03476,2,0,1,4,Meal Plan 1,1,Room_Type 1,83,2017,8,5,Online,0,0,0,76.5,1,Not_Canceled,2
3476,3476,3476,INN03477,2,0,2,1,Meal Plan 1,0,Room_Type 1,44,2018,4,23,Offline,0,0,0,95.0,1,Not_Canceled,1
3477,3477,3477,INN03478,0,2,0,1,Meal Plan 1,0,Room_Type 2,11,2018,8,19,Online,0,0,0,127.6,1,Not_Canceled,8
3478,3478,3478,INN03479,2,0,0,2,Meal Plan 1,0,Room_Type 1,2,2018,1,22,Online,0,0,0,88.0,1,Not_Canceled,2
3479,3479,3479,INN03480,2,0,0,1,Meal Plan 1,1,Room_Type 1,67,2018,4,1,Online,0,0,0,109.1,0,Not_Canceled,2
3480,3480,3480,INN03481,2,0,2,2,Meal Plan 1,0,Room_Type 4,60,2018,8,28,Online,0,0,0,111.6,0,Not_Canceled,4
3481,3481,3481,INN03482,2,0,2,5,Meal Plan 1,0,Room_Type 1,73,2017,10,11,Online,0,0,0,89.25,3,Not_Canceled,2
3482,3482,3482,INN03483,2,0,1,4,Meal Plan 1,0,Room_Type 1,0,2018,12,19,Online,0,0,0,82.88,0,Not_Canceled,2
3483,3483,3483,INN03484,2,2,0,1,Meal Plan 1,0,Room_Type 6,207,2018,8,4,Online,0,0,0,168.3,1,Canceled,6
3484,3484,3484,INN03485,1,0,1,3,Meal Plan 1,0,Room_Type 1,9,2017,10,19,Online,1,1,0,120.0,1,Not_Canceled,2
3485,3485,3485,INN03486,2,1,2,1,Meal Plan 1,0,Room_Type 1,5,2018,11,19,Online,0,0,0,107.67,2,Not_Canceled,2
3486,3486,3486,INN03487,2,1,2,4,Meal Plan 1,0,Room_Type 1,221,2018,12,23,Online,0,0,0,74.44,0,Canceled,2
3487,3487,3487,INN03488,2,0,0,2,Meal Plan 1,0,Room_Type 1,8,2018,2,5,Online,0,0,0,93.0,1,Not_Canceled,2
3488,3488,3488,INN03489,1,0,1,2,Meal Plan 1,0,Room_Type 1,6,2018,2,22,Online,0,0,0,93.0,0,Not_Canceled,2
3489,3489,3489,INN03490,2,0,2,1,Meal Plan 1,0,Room_Type 4,4,2018,5,29,Online,0,0,0,136.0,1,Not_Canceled,4
3490,3490,3490,INN03491,2,0,1,2,Meal Plan 1,0,Room_Type 1,280,2018,9,19,Online,0,0,0,110.0,0,Canceled,2
3491,3491,3491,INN03492,2,0,0,5,Not Selected,0,Room_Type 1,6,2018,3,22,Online,0,0,0,88.92,0,Not_Canceled,3
3492,3492,3492,INN03493,1,0,0,1,Meal Plan 1,0,Room_Type 1,1,2018,3,23,Online,0,0,0,96.0,1,Not_Canceled,2
3493,3493,3493,INN03494,2,2,0,3,Meal Plan 1,0,Room_Type 6,55,2018,9,20,Online,0,0,0,207.9,0,Canceled,6
3494,3494,3494,INN03495,2,0,0,2,Meal Plan 1,0,Room_Type 4,6,2018,3,17,Online,0,0,0,124.0,1,Not_Canceled,4
3495,3495,3495,INN03496,1,0,2,7,Meal Plan 1,0,Room_Type 1,109,2017,7,15,Online,0,0,0,68.0,1,Canceled,2
3496,3496,3496,INN03497,2,0,2,0,Meal Plan 1,0,Room_Type 1,36,2018,4,17,Online,0,0,0,100.8,0,Canceled,2
3497,3497,3497,INN03498,2,2,2,3,Meal Plan 1,0,Room_Type 6,8,2018,3,18,Online,0,0,0,214.6,0,Canceled,6
3498,3498,3498,INN03499,2,0,0,2,Meal Plan 1,0,Room_Type 4,32,2018,2,5,Online,0,0,0,89.3,1,Not_Canceled,4
3499,3499,3499,INN03500,3,0,1,2,Meal Plan 1,0,Room_Type 6,3,2018,9,26,Online,0,0,0,266.67,5,Not_Canceled,6
3500,3500,3500,INN03501,2,1,0,2,Meal Plan 1,0,Room_Type 4,23,2018,6,17,Online,0,0,0,160.5,2,Not_Canceled,4
3501,3501,3501,INN03502,2,0,0,3,Meal Plan 2,0,Room_Type 1,84,2017,12,31,Offline,0,0,0,100.33,0,Not_Canceled,7
3502,3502,3502,INN03503,2,0,0,3,Meal Plan 1,0,Room_Type 1,175,2018,8,2,Online,0,0,0,105.3,0,Canceled,2
3503,3503,3503,INN03504,2,0,1,1,Meal Plan 1,1,Room_Type 2,42,2017,12,28,Online,0,0,0,100.5,0,Not_Canceled,8
3504,3504,3504,INN03505,1,0,0,1,Meal Plan 1,0,Room_Type 1,119,2018,6,7,Offline,0,0,0,110.0,0,Not_Canceled,1
3505,3505,3505,INN03506,2,0,2,4,Meal Plan 1,0,Room_Type 1,6,2017,8,20,Online,0,0,0,98.0,1,Not_Canceled,2
3506,3506,3506,INN03507,2,0,2,2,Meal Plan 1,0,Room_Type 1,71,2018,6,17,Offline,0,0,0,80.75,1,Not_Canceled,1
3507,3507,3507,INN03508,2,0,0,3,Meal Plan 1,0,Room_Type 1,16,2018,12,29,Online,0,0,0,138.0,1,Not_Canceled,2
3508,3508,3508,INN03509,2,0,0,2,Meal Plan 1,0,Room_Type 1,186,2018,7,28,Online,0,0,0,96.3,1,Canceled,2
3509,3509,3509,INN03510,2,0,0,1,Not Selected,0,Room_Type 1,6,2018,6,30,Online,0,0,0,139.0,0,Canceled,3
3510,3510,3510,INN03511,2,0,1,1,Meal Plan 1,0,Room_Type 1,64,2018,9,5,Online,0,0,0,98.55,3,Not_Canceled,2
3511,3511,3511,INN03512,2,0,0,3,Meal Plan 1,0,Room_Type 1,103,2018,5,4,Offline,0,0,0,80.0,0,Not_Canceled,1
3512,3512,3512,INN03513,2,0,0,1,Meal Plan 1,0,Room_Type 4,22,2018,5,21,Online,0,0,0,165.0,1,Not_Canceled,4
3513,3513,3513,INN03514,2,0,2,2,Meal Plan 1,0,Room_Type 1,65,2018,12,4,Offline,0,0,0,68.0,1,Not_Canceled,1
3514,3514,3514,INN03515,2,0,0,3,Meal Plan 1,0,Room_Type 4,123,2018,3,30,Online,0,0,0,110.33,0,Canceled,4
3515,3515,3515,INN03516,2,0,1,2,Meal Plan 1,0,Room_Type 1,24,2017,12,18,Online,0,0,0,53.58,0,Not_Canceled,2
3516,3516,3516,INN03517,3,0,0,3,Meal Plan 1,0,Room_Type 4,70,2018,7,26,Online,0,0,0,137.7,0,Canceled,4
3517,3517,3517,INN03518,2,1,0,3,Meal Plan 1,0,Room_Type 1,1,2017,8,26,Offline,0,0,0,99.3,0,Not_Canceled,1
3518,3518,3518,INN03519,1,0,0,1,Meal Plan 1,0,Room_Type 1,62,2018,9,28,Online,0,0,0,101.18,1,Not_Canceled,2
3519,3519,3519,INN03520,2,0,3,9,Meal Plan 1,0,Room_Type 1,175,2018,8,3,Offline,0,0,0,72.25,0,Not_Canceled,1
3520,3520,3520,INN03521,2,0,1,3,Meal Plan 1,0,Room_Type 1,210,2018,8,15,Online,0,0,0,90.95,1,Not_Canceled,2
3521,3521,3521,INN03522,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,5,24,Online,0,0,0,141.0,0,Not_Canceled,2
3522,3522,3522,INN03523,1,0,0,1,Meal Plan 1,0,Room_Type 1,8,2018,10,6,Corporate,1,0,1,65.0,1,Not_Canceled,5
3523,3523,3523,INN03524,2,0,0,2,Meal Plan 1,0,Room_Type 1,117,2018,7,19,Online,0,0,0,105.3,1,Not_Canceled,2
3524,3524,3524,INN03525,1,0,0,2,Meal Plan 1,0,Room_Type 1,119,2018,4,15,Online,0,0,0,90.9,0,Not_Canceled,2
3525,3525,3525,INN03526,2,0,2,1,Meal Plan 1,0,Room_Type 4,11,2018,5,8,Online,0,0,0,126.0,1,Not_Canceled,4
3526,3526,3526,INN03527,1,0,0,1,Meal Plan 1,0,Room_Type 1,99,2018,2,19,Corporate,0,0,0,81.0,0,Not_Canceled,5
3527,3527,3527,INN03528,2,0,0,1,Not Selected,0,Room_Type 1,7,2018,3,2,Online,0,0,0,81.0,1,Not_Canceled,3
3528,3528,3528,INN03529,2,0,2,3,Meal Plan 1,0,Room_Type 1,29,2018,4,15,Online,0,0,0,102.8,1,Not_Canceled,2
3529,3529,3529,INN03530,2,0,2,3,Meal Plan 1,0,Room_Type 1,283,2018,12,30,Online,0,0,0,82.79,0,Canceled,2
3530,3530,3530,INN03531,2,0,0,1,Not Selected,1,Room_Type 1,2,2018,1,16,Online,1,11,10,86.0,1,Not_Canceled,3
3531,3531,3531,INN03532,2,0,0,3,Meal Plan 1,0,Room_Type 1,29,2018,10,25,Offline,0,0,0,85.0,0,Not_Canceled,1
3532,3532,3532,INN03533,2,0,1,2,Meal Plan 1,0,Room_Type 1,305,2018,11,4,Online,0,0,0,89.0,0,Canceled,2
3533,3533,3533,INN03534,2,0,2,4,Meal Plan 1,0,Room_Type 2,292,2018,10,23,Online,0,0,0,81.82,1,Not_Canceled,8
3534,3534,3534,INN03535,2,0,0,1,Meal Plan 1,0,Room_Type 1,21,2017,10,7,Offline,0,0,0,85.0,1,Not_Canceled,1
3535,3535,3535,INN03536,2,0,2,3,Meal Plan 1,0,Room_Type 1,54,2018,11,11,Online,0,0,0,77.25,1,Not_Canceled,2
3536,3536,3536,INN03537,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,9,27,Corporate,0,0,0,160.0,0,Not_Canceled,5
3537,3537,3537,INN03538,2,0,0,3,Meal Plan 1,0,Room_Type 1,6,2017,11,26,Offline,0,0,0,55.0,0,Not_Canceled,1
3538,3538,3538,INN03539,2,0,1,2,Meal Plan 1,0,Room_Type 1,198,2018,9,9,Online,0,0,0,90.0,0,Canceled,2
3539,3539,3539,INN03540,1,0,0,2,Meal Plan 1,0,Room_Type 1,22,2017,8,26,Corporate,0,0,0,65.0,0,Not_Canceled,5
3540,3540,3540,INN03541,2,0,0,1,Meal Plan 1,0,Room_Type 2,222,2018,8,11,Online,0,0,0,86.63,0,Canceled,8
3541,3541,3541,INN03542,2,0,0,4,Not Selected,0,Room_Type 1,177,2018,8,24,Online,0,0,0,82.88,0,Canceled,3
3542,3542,3542,INN03543,3,0,0,1,Meal Plan 1,0,Room_Type 4,42,2018,3,22,Online,0,0,0,131.4,1,Not_Canceled,4
3543,3543,3543,INN03544,1,0,2,2,Meal Plan 1,0,Room_Type 1,115,2018,2,27,Offline,0,0,0,76.0,0,Not_Canceled,1
3544,3544,3544,INN03545,2,0,0,2,Meal Plan 2,0,Room_Type 1,102,2017,10,16,Online,0,0,0,101.5,0,Canceled,9
3545,3545,3545,INN03546,2,0,1,1,Meal Plan 1,0,Room_Type 1,174,2017,10,10,Online,0,0,0,70.0,0,Canceled,2
3546,3546,3546,INN03547,2,0,1,3,Meal Plan 1,0,Room_Type 1,250,2018,9,26,Online,0,0,0,95.0,0,Canceled,2
3547,3547,3547,INN03548,2,0,0,3,Meal Plan 1,1,Room_Type 4,29,2018,2,3,Online,0,0,0,104.77,0,Not_Canceled,4
3548,3548,3548,INN03549,2,0,2,3,Meal Plan 1,0,Room_Type 4,92,2017,12,26,Offline,0,0,0,60.0,1,Not_Canceled,4
3549,3549,3549,INN03550,2,0,2,2,Meal Plan 1,0,Room_Type 1,135,2018,7,23,Online,0,0,0,99.45,0,Canceled,2
3550,3550,3550,INN03551,1,0,1,3,Meal Plan 1,0,Room_Type 1,5,2018,4,4,Aviation,0,0,0,95.0,0,Canceled,5
